age,sex,height_cm,start_weight_kg,target_weight_kg,duration_weeks,start_bmi,target_bmi,avg_calorie_intake,avg_calorie_burn,main_exercise
54,Female,158.7,86.1,78.4,20.4,34.2,31.1,1696,382,Swimming 2x/week
20,Male,163.8,93.1,81.1,29.2,34.7,30.2,2489,254,Cycling 4x/week
53,Female,165.3,68.2,56.5,18.8,25,20.7,1615,209,Swimming 2x/week
44,Female,168.7,62.8,51.5,20.6,22.1,18.1,1524,256,Running 3x/week
56,Female,173,72.8,61.5,36.7,24.3,20.6,1596,524,HIIT 3x/week
20,Male,174.8,91.6,79.8,39.1,30,26.1,2392,503,Cycling 4x/week
21,Male,163.1,74.2,67.3,12,27.9,25.3,2306,631,Cycling 4x/week
44,Male,165,93.3,84.3,25.2,34.3,31,2158,459,Cycling 4x/week
70,Female,174.9,69.3,64.9,12.8,22.6,21.2,1297,500,Gym 3x/week
22,Male,180,107.7,99.9,26.5,33.2,30.8,2969,194,Running 3x/week
60,Female,158.4,68.9,62.8,12.6,27.5,25,1631,643,Cycling 4x/week
40,Male,175.7,107.7,89.8,33,34.9,29.1,2754,305,Running 3x/week
62,Male,178.5,71.3,57.4,34.5,22.4,18,1818,342,HIIT 3x/week
56,Male,168.3,68.5,59.2,30.1,24.2,20.9,1777,533,Cycling 4x/week
56,Female,173.3,98.9,89.4,18.8,32.9,29.8,1935,379,Cycling 4x/week
32,Male,167.3,92.9,82.1,28.3,33.2,29.3,2579,155,Gym 3x/week
69,Female,157.2,64.5,55.1,21.9,26.1,22.3,1324,208,HIIT 3x/week
44,Male,181.2,109.8,93.3,37.2,33.4,28.4,2744,160,HIIT 3x/week
29,Male,171,70.5,60.5,30.6,24.1,20.7,2217,390,HIIT 3x/week
60,Female,161.6,89,83.8,16.4,34.1,32.1,1720,320,HIIT 3x/week
55,Male,171.1,94.5,79.6,43.9,32.3,27.2,2226,523,HIIT 3x/week
59,Female,155,61.2,56.9,11.6,25.5,23.7,1532,351,HIIT 3x/week
49,Male,169.5,66.8,61.7,7.7,23.2,21.5,1884,482,Running 3x/week
43,Male,175.7,94,78.1,24.1,30.5,25.3,2544,232,HIIT 3x/week
49,Female,160,84.4,73.9,32.8,33,28.9,1749,478,Gym 3x/week
35,Male,185.8,101.6,84.5,48.6,29.4,24.5,2577,211,Cycling 4x/week
33,Male,180.2,74.3,63.6,16.1,22.9,19.6,1957,267,HIIT 3x/week
37,Female,169.7,91.3,78.5,37.1,31.7,27.3,2175,234,HIIT 3x/week
26,Male,180.8,113.5,93.1,58,34.7,28.5,3190,471,Running 3x/week
56,Male,167.1,83.7,69.2,35.2,30,24.8,2093,493,Cycling 4x/week
42,Female,166.6,67.6,60.1,18.2,24.4,21.6,1719,543,Swimming 2x/week
59,Male,175.2,74.9,69.5,11.6,24.4,22.7,1771,311,HIIT 3x/week
49,Female,155.7,58.7,54.2,15,24.2,22.4,1204,463,Gym 3x/week
56,Female,154.7,77.6,64.7,20.2,32.4,27.1,1523,221,Cycling 4x/week
54,Female,172.1,97.1,92,12.5,32.8,31.1,1847,526,Gym 3x/week
32,Female,175,101.9,87.3,35.4,33.3,28.5,2240,567,Cycling 4x/week
39,Male,177.1,71.9,65.4,20.1,22.9,20.9,2061,537,HIIT 3x/week
69,Female,152.4,58.7,47.1,31.7,25.3,20.3,1354,219,Swimming 2x/week
45,Male,170,94.5,82.8,23.5,32.7,28.6,2279,569,Gym 3x/week
54,Female,156.2,55.3,50.8,13.9,22.7,20.8,1128,393,HIIT 3x/week
25,Male,167.6,95.2,87,22.9,33.9,31,2617,209,Swimming 2x/week
61,Female,153.3,65.5,52.6,23.3,27.8,22.4,1315,542,Swimming 2x/week
61,Female,163,74.9,60.3,44.8,28.2,22.7,1412,509,HIIT 3x/week
31,Male,168.6,68.9,56.9,30.4,24.3,20,1804,199,HIIT 3x/week
65,Male,176.3,79.6,74.5,7.9,25.6,24,1755,322,HIIT 3x/week
34,Male,183.3,75.3,71.4,8.1,22.4,21.3,2349,262,Cycling 4x/week
37,Male,185.5,86.9,74.8,34.3,25.2,21.7,2504,446,HIIT 3x/week
30,Female,172.2,80.8,67,40.5,27.2,22.6,1927,164,Running 3x/week
36,Female,161.6,66.5,54.6,35.2,25.5,20.9,1782,378,Swimming 2x/week
59,Female,173.4,86.1,79.2,19.5,28.6,26.3,1888,307,Cycling 4x/week
49,Male,183.7,113.2,99.6,26.4,33.5,29.5,2770,181,Running 3x/week
31,Male,163.6,79.8,75.8,13.5,29.8,28.3,2240,550,HIIT 3x/week
36,Male,171.4,83.6,72.1,23,28.4,24.5,2326,413,Gym 3x/week
67,Female,170.1,89.8,81.2,14.2,31,28.1,1936,524,Gym 3x/week
24,Male,163.6,77.6,62.2,43.7,29,23.2,2266,605,HIIT 3x/week
27,Male,166.9,63.7,53.2,25.8,22.9,19.1,1986,632,Swimming 2x/week
25,Male,174.6,75.6,61.8,46.2,24.8,20.3,2353,421,Running 3x/week
35,Female,173.7,97.7,83.5,29.6,32.4,27.7,1945,476,Running 3x/week
34,Female,166.5,66.4,60.2,18.9,24,21.7,1646,410,HIIT 3x/week
49,Female,166.4,71.4,61.2,31.6,25.8,22.1,1514,612,HIIT 3x/week
28,Female,160.4,89.9,80.3,31.8,35,31.2,2116,559,Running 3x/week
35,Male,181.9,96.7,82.5,43.6,29.2,24.9,2712,216,Swimming 2x/week
42,Female,160.4,65.5,59.5,19.8,25.4,23.1,1444,529,Swimming 2x/week
36,Female,154.8,75.9,65.6,27.3,31.7,27.4,1750,616,Running 3x/week
63,Female,171.5,67.9,62.7,15.4,23.1,21.3,1617,619,Cycling 4x/week
23,Male,170.1,100.2,88.4,19,34.6,30.6,2478,334,Gym 3x/week
61,Male,169.2,95.4,83.9,38.5,33.3,29.3,2288,490,Gym 3x/week
21,Female,159.2,74,66.5,14.2,29.2,26.2,1615,605,Running 3x/week
66,Male,172,101.5,94.2,17.7,34.3,31.8,2348,215,Cycling 4x/week
59,Female,171.9,69.3,58.2,17.1,23.5,19.7,1511,584,HIIT 3x/week
52,Female,152,60.2,55.8,15.2,26,24.1,1214,478,Cycling 4x/week
38,Male,172.4,69.2,65.7,9.8,23.3,22.1,1850,165,Swimming 2x/week
62,Male,178.1,72.3,66.1,13,22.8,20.8,1974,569,Running 3x/week
62,Female,174.9,100.9,91.6,29.5,33,29.9,2163,552,Gym 3x/week
64,Male,176.6,108.8,87.3,68.5,34.9,28,2566,557,Gym 3x/week
44,Female,162.4,83.7,72.4,37.2,31.8,27.5,1864,325,Running 3x/week
25,Male,164.5,68.7,63.6,14.7,25.4,23.5,1931,213,Cycling 4x/week
21,Male,163,60.8,55.5,18,22.9,20.9,1955,272,HIIT 3x/week
69,Male,173,88.1,78.9,17.4,29.4,26.4,2257,269,Swimming 2x/week
58,Male,166,66.7,57,28.5,24.2,20.7,1689,163,Swimming 2x/week
67,Female,166.8,97,78,58.4,34.8,28,1935,564,Gym 3x/week
34,Male,180.5,72.4,61.1,37.5,22.2,18.8,2199,402,HIIT 3x/week
61,Female,171,78.6,69.7,21.8,26.9,23.8,1581,352,HIIT 3x/week
67,Female,168.6,68,62.2,19.4,23.9,21.9,1281,585,Running 3x/week
22,Male,186,108.3,97.8,21.8,31.3,28.3,2864,584,HIIT 3x/week
38,Male,167.7,74.3,61.8,25.3,26.4,22,2012,260,Cycling 4x/week
43,Female,159.9,57.9,54.6,8,22.6,21.4,1553,300,Running 3x/week
65,Female,157.1,82.2,74.7,25.2,33.3,30.2,1476,328,Gym 3x/week
28,Male,175.9,105.9,88.7,30.2,34.2,28.7,2916,601,Cycling 4x/week
33,Female,172,67.1,61.8,13.5,22.7,20.9,1827,309,Swimming 2x/week
51,Male,181,106.5,99.7,15.8,32.5,30.4,2833,508,Swimming 2x/week
57,Female,165.8,64.8,54.9,29.7,23.6,20,1495,233,Running 3x/week
20,Female,174.4,86.6,70.2,34.1,28.5,23.1,2217,544,HIIT 3x/week
28,Male,185.6,92.4,85,15.6,26.8,24.7,2690,582,Cycling 4x/week
38,Male,176.6,76.6,64.7,33.9,24.6,20.8,1946,595,Gym 3x/week
70,Male,181.5,75.5,65.8,21.4,22.9,20,1792,278,Swimming 2x/week
44,Male,168.8,79.1,65.9,28.9,27.7,23.1,2243,196,Swimming 2x/week
20,Female,166.7,82.9,69.8,38.9,29.8,25.1,2068,295,HIIT 3x/week
35,Male,180.2,94.3,89.1,15.3,29.1,27.4,2655,481,Gym 3x/week
37,Female,171.5,86.2,75.4,28,29.3,25.6,1811,350,Running 3x/week
51,Female,151.5,56.9,50.4,11.1,24.8,21.9,1433,334,HIIT 3x/week
35,Male,178.2,106.5,92.7,24.6,33.5,29.2,2891,648,Running 3x/week
48,Female,171.9,91.4,82.1,17.5,30.9,27.8,1844,255,HIIT 3x/week
41,Male,178.6,88.8,74.3,32.6,27.8,23.3,2281,372,Running 3x/week
50,Male,174,95.9,78.9,26.5,31.7,26.1,2484,502,Swimming 2x/week
30,Female,158.7,67.1,58.9,17,26.6,23.4,1502,521,Swimming 2x/week
44,Female,170.3,97.4,91.5,19.6,33.6,31.5,2044,531,Swimming 2x/week
63,Male,177,102.5,90.5,19.1,32.7,28.9,2341,472,Running 3x/week
19,Female,159.6,83.3,71.1,38.8,32.7,27.9,2049,492,HIIT 3x/week
62,Female,153,74.8,66.4,18.9,31.9,28.3,1500,221,Cycling 4x/week
70,Male,170.8,101.5,94.9,19.5,34.8,32.5,2315,544,Running 3x/week
70,Female,170.1,73.3,65.1,12.4,25.4,22.5,1374,262,Cycling 4x/week
24,Female,171.2,102.1,94.1,27.1,34.8,32.1,2143,215,Running 3x/week
19,Female,156.7,64.8,55.1,16,26.4,22.4,1583,588,HIIT 3x/week
23,Male,186.6,95.8,79,29.5,27.5,22.7,2725,267,Swimming 2x/week
20,Female,154.5,59.7,51,26.6,25,21.4,1418,546,Swimming 2x/week
67,Male,168,86.7,70.3,34.7,30.7,24.9,1891,163,HIIT 3x/week
70,Male,167.9,63.1,51.1,32.3,22.4,18.1,1531,371,Running 3x/week
67,Male,173.1,83.3,79,13.6,27.8,26.3,2011,547,Swimming 2x/week
31,Female,168.2,74.9,65.8,28.5,26.5,23.3,1788,449,Swimming 2x/week
28,Female,168.9,84.1,74.2,22.7,29.5,26,1827,294,Swimming 2x/week
60,Male,185.1,82.2,70.5,33.7,24,20.6,1942,610,Running 3x/week
26,Female,166.9,81.3,71.6,31.3,29.2,25.7,1928,605,Cycling 4x/week
57,Male,180.3,75.3,70.7,11.3,23.2,21.7,1949,170,Gym 3x/week
54,Female,165.7,89.4,81.5,21.8,32.6,29.7,1819,280,Swimming 2x/week
33,Female,159.4,79.5,70.2,23.5,31.3,27.6,1908,355,Running 3x/week
19,Female,169.8,88.9,78.1,37.6,30.8,27.1,1973,588,HIIT 3x/week
39,Female,161.2,63.9,58.6,15.3,24.6,22.5,1492,200,HIIT 3x/week
54,Female,158.4,82.7,70.2,31.4,33,28,1562,492,Gym 3x/week
67,Female,161.3,57.6,51,20.2,22.1,19.6,1350,352,HIIT 3x/week
37,Male,179.4,95.6,79.4,27.2,29.7,24.7,2631,627,Cycling 4x/week
67,Male,163.4,92.7,82.4,32.7,34.7,30.8,2261,517,HIIT 3x/week
60,Female,160.9,57.9,49.7,24.2,22.4,19.2,1513,315,Swimming 2x/week
24,Male,183.3,74.5,67.5,17.6,22.2,20.1,2068,322,Gym 3x/week
62,Male,186.4,92.4,83,24.9,26.6,23.9,2322,436,Running 3x/week
46,Male,166,63,55.8,15.6,22.8,20.2,1821,430,Running 3x/week
47,Male,165.1,62.1,56.9,18,22.8,20.9,1714,357,Gym 3x/week
19,Female,169.1,80.5,71.9,16.6,28.1,25.1,1755,208,Running 3x/week
67,Female,155.3,76.6,63.6,20.3,31.8,26.4,1421,458,HIIT 3x/week
52,Female,160.5,82.1,72.1,34.4,31.9,28,1818,563,Swimming 2x/week
42,Female,163,73.8,60.4,28.4,27.8,22.7,1732,165,Swimming 2x/week
43,Female,160.6,64,60.3,10.8,24.8,23.4,1332,487,Swimming 2x/week
49,Female,173.2,103.2,84.8,43.7,34.4,28.2,2110,615,Cycling 4x/week
54,Male,168.6,94.6,82.9,20.7,33.3,29.2,2399,591,Swimming 2x/week
50,Female,151.7,72.1,62.5,15.5,31.3,27.1,1702,322,HIIT 3x/week
36,Female,167.1,73,64.2,19.8,26.1,23,1925,523,Running 3x/week
65,Male,176.1,97.9,87.7,23.5,31.6,28.3,2172,320,Gym 3x/week
46,Male,169.4,71.1,59.1,24.1,24.8,20.6,1882,384,Gym 3x/week
28,Female,165.5,87.6,82.8,15.1,32,30.2,2038,215,Swimming 2x/week
62,Male,171.2,86.6,76,21.7,29.5,25.9,2148,504,HIIT 3x/week
31,Male,176.1,86,79.3,13.8,27.7,25.6,2503,320,Running 3x/week
27,Male,178.1,75.4,61.2,45.8,23.8,19.3,2161,485,Cycling 4x/week
32,Male,180.6,78.3,63.1,29.7,24,19.3,2320,514,Swimming 2x/week
37,Female,154.8,77.1,63.4,47,32.2,26.5,1919,385,HIIT 3x/week
56,Male,176.7,101,92,30.1,32.4,29.5,2654,196,Cycling 4x/week
46,Female,168.4,70,58.7,36.7,24.7,20.7,1632,455,Swimming 2x/week
48,Male,174.4,76.4,61.3,37.7,25.1,20.2,1891,412,Swimming 2x/week
69,Female,154.8,61,52.2,28.2,25.5,21.8,1404,398,Running 3x/week
58,Male,172,100.4,81.9,57.9,33.9,27.7,2475,179,Gym 3x/week
29,Male,174.2,69.1,62.2,21.5,22.8,20.5,2065,217,HIIT 3x/week
42,Female,151.6,66.6,59.5,12.7,29,25.9,1581,284,Cycling 4x/week
24,Female,168.4,82.3,77.1,11.3,29,27.2,1751,505,Cycling 4x/week
23,Female,156.7,62.6,53.5,24.8,25.5,21.8,1585,645,Gym 3x/week
42,Female,156.6,64.6,58.4,10.7,26.3,23.8,1711,540,HIIT 3x/week
19,Female,159.8,76,61.5,21.8,29.7,24.1,1910,319,HIIT 3x/week
25,Male,182.8,109.1,92.9,33.6,32.6,27.8,2837,267,Running 3x/week
42,Male,177.4,79.9,71.4,19.4,25.4,22.7,2007,359,Swimming 2x/week
40,Female,162.2,83.7,72.5,26.7,31.8,27.6,1852,281,Cycling 4x/week
58,Male,185.7,78.5,69.3,16.8,22.8,20.1,1925,504,Swimming 2x/week
32,Female,170,85.8,72.9,33.2,29.7,25.2,1921,344,Running 3x/week
59,Female,151.5,72.5,60.6,41.1,31.6,26.4,1309,546,Running 3x/week
32,Male,178.6,88.7,80.8,25.4,27.8,25.3,2529,315,Cycling 4x/week
69,Female,158.9,58.7,48.2,16.2,23.3,19.1,1460,380,Gym 3x/week
63,Female,166.5,63.6,55.5,26.4,22.9,20,1332,608,Swimming 2x/week
21,Female,151.8,75.7,68.8,22.6,32.9,29.9,1937,405,HIIT 3x/week
69,Male,180.4,76.2,67.4,14.6,23.4,20.7,1844,447,Running 3x/week
57,Female,164.2,86.8,69.9,37.2,32.2,25.9,1938,415,Cycling 4x/week
33,Male,166.9,82.5,71.1,30.8,29.6,25.5,2119,647,Gym 3x/week
44,Male,167.8,97.5,90.6,21.5,34.6,32.2,2267,516,Cycling 4x/week
55,Female,170.7,68.9,59.2,30,23.7,20.3,1392,581,Swimming 2x/week
59,Male,184.8,80,74.5,11.1,23.4,21.8,2000,283,Cycling 4x/week
30,Male,167.7,79,69.2,32,28.1,24.6,2336,600,Swimming 2x/week
54,Female,173,67.3,59.6,13.5,22.5,19.9,1490,440,Cycling 4x/week
40,Female,165.4,90.1,73.2,35.7,32.9,26.8,2037,270,Running 3x/week
54,Male,167.3,94.7,82,36.5,33.8,29.3,2258,238,Gym 3x/week
48,Male,185.7,86,74.2,27,24.9,21.5,2102,210,Running 3x/week
20,Male,170.7,92.6,81.2,24.2,31.8,27.9,2705,508,Cycling 4x/week
49,Female,164.8,63.8,51.8,35.5,23.5,19.1,1638,363,Gym 3x/week
60,Female,169.5,90.6,83.6,14,31.5,29.1,1781,179,Running 3x/week
58,Male,173.8,91.3,77.6,42.3,30.2,25.7,2388,215,Gym 3x/week
65,Male,177.9,90.8,78.5,26.5,28.7,24.8,2285,586,Swimming 2x/week
23,Female,167.9,67.5,55.2,30.6,24,19.6,1651,535,Running 3x/week
67,Female,168,91.4,74.4,47.4,32.4,26.4,1970,304,Swimming 2x/week
26,Male,175.8,90.4,73.5,58.2,29.3,23.8,2381,233,Running 3x/week
21,Female,170,68.5,62.9,11,23.7,21.8,1821,269,Cycling 4x/week
31,Male,170.4,87.9,76.8,23.3,30.3,26.5,2485,571,Cycling 4x/week
33,Female,161,85.6,69.7,25,33,26.9,1997,592,Cycling 4x/week
44,Male,171.3,85.3,73.1,19.6,29.1,24.9,2356,543,Gym 3x/week
59,Male,178.3,86.1,80.2,13.9,27.1,25.2,2112,405,HIIT 3x/week
52,Female,159.2,72.4,68.3,13.8,28.6,26.9,1758,544,Running 3x/week
39,Female,169.1,94.2,76.2,39.9,32.9,26.6,1876,375,Cycling 4x/week
42,Female,171.2,80.5,65.6,46.4,27.5,22.4,1836,232,Gym 3x/week
44,Female,159.2,60.6,57,8.5,23.9,22.5,1380,558,Cycling 4x/week
60,Female,151.2,50.5,46.2,8.3,22.1,20.2,1380,196,Running 3x/week
41,Female,173,77.1,63.8,23,25.8,21.3,1619,400,Swimming 2x/week
46,Female,166.5,69.3,65,9.5,25,23.5,1573,588,Swimming 2x/week
42,Male,183.4,78.1,72.6,12.1,23.2,21.6,2136,602,Cycling 4x/week
42,Male,179.4,73,63.8,22.4,22.7,19.8,2034,457,Cycling 4x/week
41,Male,164.3,81.3,73.4,13.3,30.1,27.2,2187,430,HIIT 3x/week
24,Male,173.1,77.6,62.8,50.5,25.9,20.9,2324,359,Cycling 4x/week
48,Male,176.5,74.2,60.4,41,23.8,19.4,1998,466,Running 3x/week
29,Female,162.9,62.4,53.1,25.7,23.5,20,1683,215,Gym 3x/week
48,Male,175.7,74.9,64.3,17.5,24.3,20.9,1796,534,Swimming 2x/week
69,Female,157.7,82.6,75.9,23.5,33.2,30.5,1589,447,Running 3x/week
61,Female,172.5,100.5,90.1,19,33.8,30.3,1899,343,Gym 3x/week
69,Male,180.7,102.8,97.3,15.4,31.5,29.8,2606,366,Cycling 4x/week
40,Male,182.6,113.2,95.1,32.3,34,28.5,2790,643,Cycling 4x/week
65,Male,180.9,76.2,64.1,19.7,23.3,19.6,1754,555,Gym 3x/week
47,Female,157.5,78.4,64,37.7,31.6,25.8,1688,634,Running 3x/week
28,Female,166.1,94.5,88.6,19.6,34.2,32.1,2032,580,Gym 3x/week
24,Male,172.1,86.1,69.7,57.1,29.1,23.5,2265,517,Cycling 4x/week
70,Female,169.5,87.7,73.8,37.4,30.5,25.7,1699,169,Cycling 4x/week
18,Female,163.8,66.7,55.9,32,24.9,20.8,1550,449,HIIT 3x/week
62,Male,168.6,87.5,74.8,26.7,30.8,26.3,2053,216,Swimming 2x/week
51,Male,175.4,102.1,93.6,26.4,33.2,30.4,2628,624,Gym 3x/week
60,Male,182.7,113.3,105.2,12.6,33.9,31.5,2775,451,Running 3x/week
21,Female,155.1,83.4,69.8,39.8,34.7,29,1896,579,HIIT 3x/week
36,Male,166.8,67.1,63.1,10.3,24.1,22.7,1923,390,HIIT 3x/week
66,Female,151.3,51.9,42.2,25,22.7,18.4,1164,562,Gym 3x/week
52,Male,176.9,92.4,74.2,52.9,29.5,23.7,2290,438,Gym 3x/week
35,Female,167.8,66.3,53.1,26.1,23.6,18.9,1564,218,Gym 3x/week
60,Male,173.5,97.6,88.6,31.1,32.4,29.4,2200,491,Cycling 4x/week
23,Female,153,57.8,48.1,27.8,24.7,20.5,1337,157,Running 3x/week
33,Male,171.9,102.4,84.2,48.8,34.6,28.5,2737,354,Swimming 2x/week
28,Female,156.9,68.7,56.2,43.3,27.9,22.8,1765,181,Cycling 4x/week
18,Male,186.5,93.5,87.1,9.9,26.9,25,2815,382,Running 3x/week
21,Female,152.1,52.3,47.9,9.3,22.6,20.7,1490,310,Cycling 4x/week
46,Female,168.9,65.4,59.2,14.3,22.9,20.8,1657,258,Swimming 2x/week
63,Male,176.5,108.8,97.4,32.3,34.9,31.3,2600,588,Cycling 4x/week
60,Male,177.1,108.3,87.9,48.5,34.5,28,2694,549,Gym 3x/week
22,Female,162.1,60.8,57.2,10.3,23.2,21.8,1627,496,Cycling 4x/week
46,Female,170,82.2,68.8,28.1,28.4,23.8,1906,221,Gym 3x/week
64,Male,176.4,92.9,79.6,46.2,29.9,25.6,2394,416,Cycling 4x/week
30,Female,174.6,94.7,78.5,30.9,31.1,25.8,1934,381,HIIT 3x/week
49,Male,184.3,81.2,69.2,19,23.9,20.4,2180,183,HIIT 3x/week
44,Male,166.7,87.1,81.8,8.6,31.3,29.4,2062,287,Running 3x/week
61,Female,160.9,79.7,67.2,39.6,30.8,26,1655,550,HIIT 3x/week
43,Male,180.5,112.3,104.9,24,34.4,32.2,2872,630,Gym 3x/week
23,Female,170.1,89.3,76.3,44.4,30.9,26.4,1916,194,HIIT 3x/week
39,Female,157.6,66.1,62.6,11.8,26.6,25.2,1702,286,Swimming 2x/week
56,Male,180.6,109.3,102.9,18.3,33.5,31.5,2457,488,Running 3x/week
53,Female,159,62.8,51.8,30.9,24.9,20.5,1317,610,Swimming 2x/week
49,Male,170.1,74.5,64.9,25.8,25.7,22.4,1803,321,HIIT 3x/week
58,Female,153.5,61.8,55.8,16.5,26.2,23.7,1275,259,Cycling 4x/week
43,Female,170.9,76.9,64.2,42.4,26.3,22,1779,185,HIIT 3x/week
70,Male,185.6,107.5,96.6,37.9,31.2,28,2637,316,Gym 3x/week
44,Male,185.6,113.7,106.5,14.6,33,30.9,3019,201,Running 3x/week
43,Female,166.2,62.6,54.8,18.1,22.6,19.8,1355,464,HIIT 3x/week
60,Male,177,83.8,72.6,36.4,26.7,23.2,2226,590,Swimming 2x/week
65,Male,179.6,90.2,84,16.5,28,26.1,2195,433,Cycling 4x/week
60,Female,156.4,81.5,75.8,8.7,33.3,31,1742,639,Gym 3x/week
18,Female,173,92.5,78,25.2,30.9,26,2312,154,Cycling 4x/week
54,Male,170.3,79.3,73.6,15.8,27.4,25.4,1810,342,Gym 3x/week
44,Male,186,90.8,84.1,15.3,26.2,24.3,2466,623,Running 3x/week
68,Male,164.3,64.7,55.6,26.8,24,20.6,1450,302,Running 3x/week
59,Male,166.4,74.5,70.4,9.8,26.9,25.4,1941,282,Running 3x/week
65,Male,170.4,85.9,72.2,21.1,29.6,24.9,2067,353,HIIT 3x/week
36,Female,159.3,60.9,51.5,16.3,24,20.3,1535,455,HIIT 3x/week
46,Male,182.2,95.7,81,44.5,28.8,24.4,2401,581,Gym 3x/week
44,Female,169.3,80.9,75,13.7,28.2,26.1,1801,270,Running 3x/week
38,Male,183.9,98.5,89,18.9,29.1,26.3,2687,257,Gym 3x/week
25,Male,185.5,85,72.4,35.9,24.7,21,2341,431,Gym 3x/week
43,Male,179,89.7,80.5,14.7,28,25.1,2361,163,Swimming 2x/week
46,Female,162.3,75.9,61.2,26.7,28.8,23.2,1738,373,Gym 3x/week
48,Male,172.7,94.5,82.7,29,31.7,27.7,2319,497,Cycling 4x/week
40,Female,170.9,97.9,86.2,18.8,33.5,29.5,2050,486,HIIT 3x/week
54,Male,176.4,91.9,83,20.2,29.5,26.7,2363,444,HIIT 3x/week
27,Male,176,101.9,87.7,26.7,32.9,28.3,2829,366,Swimming 2x/week
31,Female,160.5,81,71.6,24.7,31.4,27.8,1988,239,Cycling 4x/week
32,Male,180.5,106.8,97,30.4,32.8,29.8,2670,463,Swimming 2x/week
18,Female,171.4,80.4,73.2,20.4,27.4,24.9,1841,385,Cycling 4x/week
69,Female,166.6,77.7,69.5,12.9,28,25,1529,495,Running 3x/week
60,Male,173.1,67.8,56,32.6,22.6,18.7,1724,427,Swimming 2x/week
62,Female,159.1,65.3,52.7,20.4,25.8,20.8,1557,421,Running 3x/week
53,Male,185.2,119.4,102.2,49,34.8,29.8,2753,636,Running 3x/week
19,Male,184.1,105.8,95,23.4,31.2,28,2871,413,Swimming 2x/week
21,Male,166.9,67.8,61.5,14.5,24.3,22.1,2167,451,Gym 3x/week
62,Male,167.7,68.1,57.9,25,24.2,20.6,1879,464,Gym 3x/week
58,Female,172.1,77.6,67.1,35.8,26.2,22.6,1774,482,HIIT 3x/week
33,Female,169.6,92.1,77.8,24.8,32,27.1,2196,416,HIIT 3x/week
48,Female,153.6,67,53.7,42.3,28.4,22.8,1508,482,Gym 3x/week
20,Male,170.5,72.8,63.5,30.6,25.1,21.9,2187,364,Running 3x/week
59,Male,180.3,74,61.1,40,22.8,18.8,1965,291,HIIT 3x/week
31,Male,182.7,107.4,92,45,32.2,27.6,3027,410,HIIT 3x/week
31,Male,181.4,101,90.3,27.7,30.7,27.4,2871,202,Swimming 2x/week
27,Female,158,82.5,75.8,13,33.1,30.4,1793,612,Swimming 2x/week
36,Female,157.9,72.8,67.2,18.1,29.2,26.9,1678,230,Running 3x/week
18,Male,183.7,95.5,78.2,44.7,28.3,23.2,2736,289,Cycling 4x/week
19,Female,154.9,77.6,69.7,15.7,32.4,29.1,1655,500,HIIT 3x/week
59,Male,179,88.5,77.1,30.3,27.6,24,2179,174,HIIT 3x/week
63,Male,175.3,79.5,65.9,37.2,25.9,21.5,2023,175,Running 3x/week
52,Male,185.6,84.9,70.5,22.2,24.6,20.5,2303,470,HIIT 3x/week
45,Female,163.6,87.6,79.3,15.2,32.8,29.6,1886,343,Swimming 2x/week
49,Male,181.5,99.4,90.4,23,30.2,27.4,2611,396,Cycling 4x/week
65,Male,175.9,74.9,61.5,41.2,24.2,19.9,1664,196,Gym 3x/week
69,Male,181.2,77.5,71.1,20.8,23.6,21.6,2076,599,HIIT 3x/week
19,Male,163.4,62,58.7,8.9,23.2,22,1903,523,Running 3x/week
61,Female,162.7,76.9,65.9,31.3,29.1,24.9,1739,424,Gym 3x/week
42,Female,162.9,73.7,61.2,39.1,27.8,23.1,1492,255,Swimming 2x/week
35,Male,186.9,78.7,64.8,30.3,22.5,18.5,2171,422,Gym 3x/week
70,Male,171.8,99.6,82.4,48.8,33.7,27.9,2119,309,Running 3x/week
70,Female,173.9,71.7,62.6,30.3,23.7,20.7,1409,408,Swimming 2x/week
69,Male,170.7,90.5,73.5,37.6,31,25.2,2059,572,Running 3x/week
58,Male,170.5,95.3,86.1,28.1,32.8,29.6,2380,253,HIIT 3x/week
38,Male,172.9,66.8,58.8,16.9,22.3,19.7,1754,375,Gym 3x/week
26,Female,167.3,93.7,81,35.3,33.5,28.9,1969,421,HIIT 3x/week
32,Male,177.4,104.8,88.4,46.6,33.3,28.1,2901,168,Gym 3x/week
51,Male,175.5,92.1,85.5,21.2,29.9,27.8,2121,596,Swimming 2x/week
26,Female,157.4,77.5,69.6,24.2,31.3,28.1,1860,617,Swimming 2x/week
60,Female,151.5,78.9,69.6,19.4,34.4,30.3,1418,234,Cycling 4x/week
40,Female,152.4,57.1,53.7,5.5,24.6,23.2,1455,152,Cycling 4x/week
32,Male,163,82.4,70.4,27.3,31,26.5,2032,399,Cycling 4x/week
57,Male,163.6,80.6,68.6,29,30.1,25.6,2058,223,Gym 3x/week
49,Male,168.3,62.8,55.6,25.1,22.2,19.6,1695,624,Swimming 2x/week
58,Female,153.2,59.9,50.5,32.1,25.5,21.5,1171,171,HIIT 3x/week
62,Male,167.6,96.1,89.9,16.4,34.2,32,2405,516,Gym 3x/week
18,Female,170.3,72.2,58.9,37.5,24.9,20.3,2043,597,Gym 3x/week
18,Female,154.9,56.5,46.4,21.4,23.5,19.3,1446,289,Gym 3x/week
68,Male,174.5,71.7,59.7,35.2,23.5,19.6,1783,240,HIIT 3x/week
